Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Valeur
"FS","Données de la sécurité alimentaire","44","Colombie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","14171.3"
"FS","Données de la sécurité alimentaire","44","Colombie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.77"
"FS","Données de la sécurité alimentaire","44","Colombie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2350"
"FS","Données de la sécurité alimentaire","45","Comores","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","14.3"
"FS","Données de la sécurité alimentaire","45","Comores","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3032.3"
"FS","Données de la sécurité alimentaire","45","Comores","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.04"
"FS","Données de la sécurité alimentaire","45","Comores","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","46","Congo","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","25"
"FS","Données de la sécurité alimentaire","46","Congo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","4234.7"
"FS","Données de la sécurité alimentaire","46","Congo","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.53"
"FS","Données de la sécurité alimentaire","46","Congo","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2217"
"FS","Données de la sécurité alimentaire","48","Costa Rica","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","45"
"FS","Données de la sécurité alimentaire","48","Costa Rica","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","20347"
"FS","Données de la sécurité alimentaire","48","Costa Rica","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.61"
"FS","Données de la sécurité alimentaire","48","Costa Rica","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2438"
"FS","Données de la sécurité alimentaire","107","Côte d'Ivoire","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","13.7"
"FS","Données de la sécurité alimentaire","107","Côte d'Ivoire","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","4830.8"
"FS","Données de la sécurité alimentaire","107","Côte d'Ivoire","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.09"
"FS","Données de la sécurité alimentaire","107","Côte d'Ivoire","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2212"
"FS","Données de la sécurité alimentaire","98","Croatie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","53"
"FS","Données de la sécurité alimentaire","98","Croatie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","27154.1"
"FS","Données de la sécurité alimentaire","98","Croatie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.69"
"FS","Données de la sécurité alimentaire","98","Croatie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2489"
"FS","Données de la sécurité alimentaire","49","Cuba","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","33"
"FS","Données de la sécurité alimentaire","49","Cuba","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","49","Cuba","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.65"
"FS","Données de la sécurité alimentaire","49","Cuba","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2441"
"FS","Données de la sécurité alimentaire","54","Danemark","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","77"
"FS","Données de la sécurité alimentaire","54","Danemark","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","55356.7"
"FS","Données de la sécurité alimentaire","54","Danemark","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.87"
"FS","Données de la sécurité alimentaire","54","Danemark","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2551"
"FS","Données de la sécurité alimentaire","72","Djibouti","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","14.7"
"FS","Données de la sécurité alimentaire","72","Djibouti","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","4905"
"FS","Données de la sécurité alimentaire","72","Djibouti","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.74"
"FS","Données de la sécurité alimentaire","72","Djibouti","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2407"
"FS","Données de la sécurité alimentaire","55","Dominique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","46.3"
"FS","Données de la sécurité alimentaire","55","Dominique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","11341.3"
"FS","Données de la sécurité alimentaire","55","Dominique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.2"
"FS","Données de la sécurité alimentaire","55","Dominique","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","1895"
"FS","Données de la sécurité alimentaire","59","Égypte","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","24.7"
"FS","Données de la sécurité alimentaire","59","Égypte","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","11014.5"
"FS","Données de la sécurité alimentaire","59","Égypte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.42"
"FS","Données de la sécurité alimentaire","59","Égypte","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2312"
"FS","Données de la sécurité alimentaire","60","El Salvador","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","26.3"
"FS","Données de la sécurité alimentaire","60","El Salvador","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","8454.1"
"FS","Données de la sécurité alimentaire","60","El Salvador","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.26"
"FS","Données de la sécurité alimentaire","60","El Salvador","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2278"
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","34.4"
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","67183.6"
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.62"
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2667"
"FS","Données de la sécurité alimentaire","58","Équateur","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","30.7"
"FS","Données de la sécurité alimentaire","58","Équateur","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","11617.9"
"FS","Données de la sécurité alimentaire","58","Équateur","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.07"
"FS","Données de la sécurité alimentaire","58","Équateur","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2289"
"FS","Données de la sécurité alimentaire","178","Érythrée","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","178","Érythrée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","178","Érythrée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.73"
"FS","Données de la sécurité alimentaire","178","Érythrée","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2203"
"FS","Données de la sécurité alimentaire","203","Espagne","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","66.7"
"FS","Données de la sécurité alimentaire","203","Espagne","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","39528.9"
"FS","Données de la sécurité alimentaire","203","Espagne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.28"
"FS","Données de la sécurité alimentaire","203","Espagne","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2501"
"FS","Données de la sécurité alimentaire","63","Estonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","63.7"
"FS","Données de la sécurité alimentaire","63","Estonie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","33821.9"
"FS","Données de la sécurité alimentaire","63","Estonie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.65"
"FS","Données de la sécurité alimentaire","63","Estonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2541"
"FS","Données de la sécurité alimentaire","209","Eswatini","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","18"
"FS","Données de la sécurité alimentaire","209","Eswatini","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","8408"
"FS","Données de la sécurité alimentaire","209","Eswatini","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.27"
"FS","Données de la sécurité alimentaire","209","Eswatini","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2275"
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","73"
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","59914.8"
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.29"
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2548"
"FS","Données de la sécurité alimentaire","238","Éthiopie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","6"
"FS","Données de la sécurité alimentaire","238","Éthiopie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","2021.6"
"FS","Données de la sécurité alimentaire","238","Éthiopie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-1.68"
"FS","Données de la sécurité alimentaire","238","Éthiopie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2210"
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","54"
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","25926.4"
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.64"
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2457"
"FS","Données de la sécurité alimentaire","66","Fidji","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","31.4"
"FS","Données de la sécurité alimentaire","66","Fidji","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","13429.3"
"FS","Données de la sécurité alimentaire","66","Fidji","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.62"
"FS","Données de la sécurité alimentaire","66","Fidji","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2360"
"FS","Données de la sécurité alimentaire","67","Finlande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","74.3"
"FS","Données de la sécurité alimentaire","67","Finlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","47570.1"
"FS","Données de la sécurité alimentaire","67","Finlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.08"
"FS","Données de la sécurité alimentaire","67","Finlande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2546"
"FS","Données de la sécurité alimentaire","68","France","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","63.7"
"FS","Données de la sécurité alimentaire","68","France","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","44577.1"
"FS","Données de la sécurité alimentaire","68","France","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.28"
"FS","Données de la sécurité alimentaire","68","France","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2490"
"FS","Données de la sécurité alimentaire","74","Gabon","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","39.3"
"FS","Données de la sécurité alimentaire","74","Gabon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","15006.8"
"FS","Données de la sécurité alimentaire","74","Gabon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.1"
"FS","Données de la sécurité alimentaire","74","Gabon","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2275"
"FS","Données de la sécurité alimentaire","75","Gambie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","18"
"FS","Données de la sécurité alimentaire","75","Gambie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","2072.6"
"FS","Données de la sécurité alimentaire","75","Gambie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.08"
"FS","Données de la sécurité alimentaire","75","Gambie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2222"
"FS","Données de la sécurité alimentaire","73","Géorgie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","29.3"
"FS","Données de la sécurité alimentaire","73","Géorgie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","13589.7"
"FS","Données de la sécurité alimentaire","73","Géorgie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.37"
"FS","Données de la sécurité alimentaire","73","Géorgie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2458"
"FS","Données de la sécurité alimentaire","81","Ghana","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","14.7"
"FS","Données de la sécurité alimentaire","81","Ghana","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","5115.9"
"FS","Données de la sécurité alimentaire","81","Ghana","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.09"
"FS","Données de la sécurité alimentaire","81","Ghana","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2285"
"FS","Données de la sécurité alimentaire","84","Grèce","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","59"
"FS","Données de la sécurité alimentaire","84","Grèce","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","28604.9"
"FS","Données de la sécurité alimentaire","84","Grèce","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.07"
"FS","Données de la sécurité alimentaire","84","Grèce","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2524"
"FS","Données de la sécurité alimentaire","86","Grenade","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","86","Grenade","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","16217.5"
"FS","Données de la sécurité alimentaire","86","Grenade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.01"
"FS","Données de la sécurité alimentaire","86","Grenade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2444"
"FS","Données de la sécurité alimentaire","85","Groenland","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","85","Groenland","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","85","Groenland","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","1.92"
"FS","Données de la sécurité alimentaire","85","Groenland","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","89","Guatemala","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","21.3"
"FS","Données de la sécurité alimentaire","89","Guatemala","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","8322.2"
"FS","Données de la sécurité alimentaire","89","Guatemala","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.65"
"FS","Données de la sécurité alimentaire","89","Guatemala","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2170"
"FS","Données de la sécurité alimentaire","90","Guinée","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","90","Guinée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","2417.8"
"FS","Données de la sécurité alimentaire","90","Guinée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.7"
"FS","Données de la sécurité alimentaire","90","Guinée","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2185"
"FS","Données de la sécurité alimentaire","61","Guinée équatoriale","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","61","Guinée équatoriale","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","22551"
"FS","Données de la sécurité alimentaire","61","Guinée équatoriale","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.17"
"FS","Données de la sécurité alimentaire","61","Guinée équatoriale","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2308"
"FS","Données de la sécurité alimentaire","175","Guinée-Bissau","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","9"
"FS","Données de la sécurité alimentaire","175","Guinée-Bissau","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","1925.2"
"FS","Données de la sécurité alimentaire","175","Guinée-Bissau","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.5"
"FS","Données de la sécurité alimentaire","175","Guinée-Bissau","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","91","Guyana","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","35.3"
"FS","Données de la sécurité alimentaire","91","Guyana","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","12005.4"
"FS","Données de la sécurité alimentaire","91","Guyana","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.04"
"FS","Données de la sécurité alimentaire","91","Guyana","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2329"
"FS","Données de la sécurité alimentaire","93","Haïti","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","10.3"
"FS","Données de la sécurité alimentaire","93","Haïti","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3153.3"
"FS","Données de la sécurité alimentaire","93","Haïti","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.67"
"FS","Données de la sécurité alimentaire","93","Haïti","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2329"
"FS","Données de la sécurité alimentaire","95","Honduras","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","20.3"
"FS","Données de la sécurité alimentaire","95","Honduras","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","5562"
"FS","Données de la sécurité alimentaire","95","Honduras","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.56"
"FS","Données de la sécurité alimentaire","95","Honduras","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2280"
"FS","Données de la sécurité alimentaire","97","Hongrie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","49.7"
"FS","Données de la sécurité alimentaire","97","Hongrie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","29501.1"
"FS","Données de la sécurité alimentaire","97","Hongrie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.81"
"FS","Données de la sécurité alimentaire","97","Hongrie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2528"
"FS","Données de la sécurité alimentaire","47","Îles Cook","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","47","Îles Cook","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017",""
"FS","Données de la sécurité alimentaire","47","Îles Cook","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017",""
"FS","Données de la sécurité alimentaire","47","Îles Cook","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","127","Îles Marshall","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018",""
"FS","Données de la sécurité alimentaire","127","Îles Marshall","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","3711.4"
"FS","Données de la sécurité alimentaire","127","Îles Marshall","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.87"
"FS","Données de la sécurité alimentaire","127","Îles Marshall","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017",""
"FS","Données de la sécurité alimentaire","25","Îles Salomon","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","15.3"
"FS","Données de la sécurité alimentaire","25","Îles Salomon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","2663.5"
"FS","Données de la sécurité alimentaire","25","Îles Salomon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","0.2"
"FS","Données de la sécurité alimentaire","25","Îles Salomon","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2158"
"FS","Données de la sécurité alimentaire","100","Inde","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","14.7"
"FS","Données de la sécurité alimentaire","100","Inde","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","6182.9"
"FS","Données de la sécurité alimentaire","100","Inde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.76"
"FS","Données de la sécurité alimentaire","100","Inde","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2307"
"FS","Données de la sécurité alimentaire","101","Indonésie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","22.7"
"FS","Données de la sécurité alimentaire","101","Indonésie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","10935.6"
"FS","Données de la sécurité alimentaire","101","Indonésie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","-0.5"
"FS","Données de la sécurité alimentaire","101","Indonésie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","2291"
"FS","Données de la sécurité alimentaire","102","Iran (République islamique d')","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","25"
